tds,turbidity,ph,quality_label
491.84,0.24,7.18,Excellent
378.74,0.37,6.99,Good
196.57,0.46,7.05,Excellent
196.51,0.72,7.37,Excellent
716.22,1.36,6.64,Good
794.46,5.01,6.74,Acceptable
481.22,1.52,6.93,Acceptable
603.07,4.57,7.25,Good
657.71,3.52,6.69,Good
1917.23,4.05,5.2,Poor
179.85,0.1,7.05,Excellent
148.37,0.49,7.28,Good
781.27,16.67,7.54,Good
723.55,0.32,8.33,Good
1206.67,7.66,9.77,Acceptable
526.37,6.62,6.88,Good
176.83,0.19,7.66,Excellent
256.76,0.13,7.33,Excellent
990.71,8.45,4.44,Poor
667.57,8.03,7.76,Acceptable
454.42,0.49,7.12,Excellent
527.15,1.12,6.64,Good
694.36,8.54,6.28,Acceptable
504.9,0.71,7.27,Excellent
816.02,1.92,6.33,Acceptable
516.67,0.56,6.84,Good
429.04,0.44,7.37,Excellent
401.37,0.34,6.62,Good
690.23,0.92,7.89,Good
627.63,0.1,6.62,Good
1481.49,6.98,5.2,Poor
553.75,1.79,7.11,Good
491.26,14.16,5.87,Acceptable
615.14,5.18,4.85,Acceptable
246.85,0.41,7.04,Excellent
1450.35,10.85,10.03,Poor
719.21,3.0,6.07,Acceptable
193.54,0.75,7.43,Excellent
163.91,0.18,7.34,Excellent
602.7,1.43,6.76,Good
1517.15,23.05,5.88,Poor
781.06,3.74,7.38,Good
544.57,0.28,6.76,Good
1007.67,10.55,9.18,Poor
255.25,0.4,6.94,Excellent
717.68,5.83,4.89,Acceptable
318.5,0.1,7.21,Excellent
160.35,0.6,7.23,Excellent
765.2,1.28,7.18,Good
213.91,0.99,7.14,Excellent
515.91,0.89,7.49,Excellent
651.39,8.19,8.4,Acceptable
285.68,0.1,7.09,Excellent
467.29,0.62,6.5,Good
864.18,3.35,6.38,Acceptable
175.33,0.57,7.34,Excellent
530.3,1.12,6.83,Good
1431.01,0.76,4.88,Acceptable
309.52,1.84,7.01,Good
942.77,7.33,8.64,Acceptable
1457.78,0.1,10.05,Acceptable
572.7,2.6,6.03,Acceptable
482.28,0.36,6.56,Good
195.63,0.71,7.37,Excellent
976.79,1.89,7.05,Good
158.18,0.37,7.42,Excellent
158.85,1.47,7.4,Excellent
638.25,1.85,7.46,Good
718.12,0.1,6.96,Good
159.57,0.39,7.36,Excellent
401.74,0.32,6.68,Good
164.88,1.87,7.21,Excellent
179.16,0.17,7.28,Excellent
168.68,1.28,7.24,Excellent
505.44,6.06,6.59,Good
750.03,1.32,6.03,Acceptable
388.65,4.57,6.88,Good
622.7,1.54,6.61,Good
536.38,2.49,6.83,Good
624.54,0.2,6.2,Good
143.15,0.12,7.2,Excellent
872.4,0.1,7.82,Good
801.53,12.12,6.78,Acceptable
193.67,0.34,7.09,Excellent
723.97,1.41,7.36,Good
172.39,0.11,7.31,Excellent
415.56,1.05,7.57,Excellent
147.02,0.61,7.21,Excellent
1034.71,10.72,9.47,Poor
273.01,3.12,7.2,Excellent
139.82,0.41,7.28,Excellent
433.68,0.94,7.43,Excellent
600.03,10.29,6.43,Acceptable
493.83,1.24,6.82,Good
382.85,0.1,7.41,Excellent
283.66,1.18,6.83,Good
549.06,0.8,6.86,Good
431.55,0.21,6.95,Good
863.58,1.0,8.39,Good
1175.54,43.99,9.32,Poor
1142.31,14.06,5.88,Poor
743.13,2.64,7.08,Good
183.9,0.1,7.02,Excellent
194.33,0.23,7.33,Excellent
765.1,7.02,5.68,Acceptable
664.54,0.1,6.39,Good
594.66,10.07,7.15,Good
186.53,0.12,7.5,Excellent
1101.61,12.36,6.66,Acceptable
1024.09,21.65,9.0,Poor
214.41,0.84,7.46,Excellent
151.66,1.91,7.46,Excellent
787.98,5.91,6.34,Acceptable
621.74,0.27,7.17,Good
189.48,0.32,7.16,Excellent
1391.42,8.71,6.82,Acceptable
658.41,2.67,6.88,Good
396.7,0.35,7.38,Excellent
256.78,1.12,7.29,Excellent
769.43,0.6,5.48,Acceptable
986.87,1.25,6.23,Acceptable
254.23,0.1,7.32,Excellent
149.61,0.14,7.32,Excellent
179.43,0.58,7.25,Excellent
517.33,3.5,6.74,Good
716.37,9.47,6.81,Acceptable
164.48,0.1,7.23,Excellent
592.14,0.36,6.89,Good
406.47,0.78,6.74,Good
476.58,0.46,6.75,Good
859.82,4.27,5.92,Acceptable
1556.84,24.74,9.11,Poor
421.02,7.75,6.56,Good
337.53,0.24,6.38,Good
716.37,4.44,6.86,Acceptable
919.25,3.17,6.93,Acceptable
518.65,7.96,5.9,Acceptable
1677.17,6.93,6.12,Acceptable
239.07,0.1,7.43,Excellent
530.69,2.16,7.27,Excellent
1150.73,25.18,10.44,Poor
512.29,4.08,7.14,Good
1810.51,2.31,10.28,Acceptable
234.47,0.78,7.16,Excellent
542.38,1.01,6.5,Good
568.57,1.49,7.01,Good
634.34,0.99,6.54,Good
197.18,0.14,7.29,Excellent
519.32,4.52,7.8,Good
829.35,8.42,6.89,Acceptable
124.82,0.81,7.29,Excellent
831.28,7.95,6.44,Acceptable
199.54,1.68,7.21,Good
1037.45,18.37,6.23,Poor
1067.6,6.46,5.55,Poor
1560.02,8.52,9.52,Poor
270.21,0.28,7.42,Excellent
321.64,1.42,6.75,Good
644.66,0.91,7.34,Good
443.84,0.88,7.45,Excellent
792.5,13.3,5.52,Poor
154.1,0.2,7.32,Good
507.38,0.32,7.61,Good
553.12,1.23,7.13,Good
289.46,1.26,7.06,Excellent
362.95,3.14,7.16,Good
520.4,0.53,6.48,Good
302.41,3.66,6.74,Good
1684.8,26.18,10.45,Poor
431.91,6.74,6.79,Good
698.27,0.49,7.04,Good
958.32,14.31,6.94,Good
858.58,4.04,5.88,Acceptable
175.08,3.35,7.07,Excellent
920.35,4.33,7.3,Excellent
494.21,2.38,6.82,Good
419.42,0.1,7.29,Excellent
439.15,0.69,7.08,Excellent
499.47,0.68,7.44,Excellent
992.29,23.59,6.17,Poor
925.36,24.52,10.38,Poor
239.28,0.22,7.2,Excellent
426.44,1.94,6.36,Good
671.23,2.47,6.69,Good
113.81,0.19,7.16,Good
813.27,2.27,5.95,Acceptable
598.66,6.15,6.92,Good
915.14,3.3,7.51,Acceptable
886.65,34.62,5.19,Poor
265.28,1.31,6.94,Good
235.23,0.37,7.22,Excellent
1796.94,32.99,8.87,Poor
930.42,15.47,6.74,Acceptable
202.08,0.57,7.27,Excellent
832.92,13.81,7.08,Good
408.11,0.18,6.69,Good
562.42,1.01,6.65,Good
202.09,0.1,7.13,Excellent
567.76,1.41,6.66,Good
217.76,0.48,7.02,Excellent
208.87,0.48,7.01,Good
315.86,0.1,6.89,Good
506.17,0.33,7.6,Good
443.77,0.54,7.0,Excellent
674.3,5.32,7.13,Good
1069.84,4.44,4.83,Poor
861.11,2.22,6.56,Good
474.65,4.16,7.89,Good
450.76,0.57,6.62,Good
430.77,3.63,7.41,Good
509.92,2.04,6.6,Excellent
518.86,0.83,6.48,Good
147.17,0.1,7.19,Excellent
799.67,2.62,5.53,Acceptable
705.5,15.36,5.88,Acceptable
684.47,1.51,5.83,Acceptable
507.63,0.78,6.9,Good
839.45,6.73,6.79,Acceptable
209.66,0.83,7.12,Excellent
616.89,3.59,6.69,Good
958.09,7.88,5.55,Poor
834.84,0.24,6.53,Good
792.14,3.43,5.98,Acceptable
1070.46,8.54,5.54,Acceptable
969.35,18.85,6.97,Acceptable
329.96,2.91,7.05,Good
146.57,2.41,7.09,Excellent
505.75,2.67,7.1,Good
94.75,0.29,7.14,Excellent
200.14,0.12,7.16,Excellent
922.52,0.1,7.17,Good
163.84,0.41,7.26,Excellent
860.73,1.04,6.47,Acceptable
310.43,0.13,7.35,Excellent
242.39,0.64,7.32,Excellent
197.88,1.19,7.46,Excellent
366.09,0.66,5.98,Good
1323.92,3.57,10.77,Acceptable
188.13,0.54,7.36,Excellent
566.12,1.73,6.7,Excellent
422.19,1.26,6.79,Good
236.92,0.42,7.35,Excellent
356.05,3.45,8.13,Good
742.94,1.96,7.86,Good
1154.41,6.3,9.85,Poor
519.53,0.32,6.51,Good
209.84,0.1,7.05,Excellent
665.03,24.8,6.7,Acceptable
779.68,14.95,6.49,Acceptable
373.09,4.94,7.06,Excellent
592.7,3.44,5.47,Acceptable
194.78,0.97,7.11,Excellent
700.9,11.07,6.89,Acceptable
1557.52,2.51,9.47,Acceptable
215.36,2.63,7.12,Excellent
493.35,0.31,6.52,Good
582.97,5.6,7.28,Acceptable
802.09,0.53,6.27,Good
157.79,1.41,7.23,Excellent
265.95,0.1,7.37,Excellent
928.06,6.51,7.06,Good
1396.79,3.68,5.54,Acceptable
866.44,2.78,6.09,Acceptable
157.27,0.26,7.47,Excellent
255.14,0.1,7.38,Excellent
731.15,2.81,6.57,Good
725.32,2.57,6.26,Acceptable
940.41,26.3,5.01,Poor
492.45,0.1,7.54,Good
409.11,0.16,6.81,Good
229.98,0.31,7.19,Excellent
858.07,1.07,9.63,Good
201.06,0.23,7.05,Excellent
420.46,0.48,7.13,Excellent
470.17,3.37,7.53,Excellent
312.71,0.36,7.23,Excellent
258.82,0.47,7.28,Excellent
351.74,1.6,7.46,Good
819.49,28.36,6.0,Poor
1420.84,22.11,4.66,Poor
390.24,1.3,6.6,Excellent
1674.16,14.46,10.19,Acceptable
425.43,2.87,6.86,Good
217.37,0.69,7.43,Excellent
180.89,0.54,7.25,Excellent
527.12,0.61,6.76,Good
1571.47,12.77,5.23,Poor
800.97,3.62,7.35,Good
390.73,2.3,6.76,Good
615.67,7.48,7.23,Good
1833.04,14.99,9.4,Acceptable
525.78,2.42,7.22,Good
731.11,0.29,6.87,Good
889.67,8.25,5.42,Acceptable
320.12,8.74,6.32,Acceptable
591.29,3.74,6.53,Good
600.34,5.68,7.66,Acceptable
529.52,0.1,6.81,Good
601.5,4.45,5.84,Good
524.12,4.79,7.46,Good
576.19,2.38,7.28,Good
263.21,0.56,7.19,Excellent
1251.95,12.66,9.37,Acceptable
659.7,0.11,6.87,Good
905.85,4.98,7.17,Good
1011.27,1.26,7.33,Good
461.84,0.22,7.14,Excellent
813.29,0.86,7.83,Good
458.76,2.01,6.84,Good
1218.8,10.02,9.25,Poor
184.06,0.1,7.22,Excellent
132.36,0.1,7.24,Excellent
346.18,0.94,7.19,Excellent
618.12,0.39,6.4,Good
191.92,1.2,7.33,Excellent
398.53,2.93,6.6,Good
161.72,0.39,7.19,Excellent
433.98,3.31,6.98,Good
839.4,1.03,6.2,Acceptable
954.49,4.0,8.43,Acceptable
383.34,0.42,7.02,Excellent
311.67,1.87,7.43,Good
382.36,3.98,7.49,Good
190.9,1.56,6.77,Good
469.75,0.22,9.22,Good
373.93,5.79,7.42,Good
1149.0,6.29,5.57,Poor
874.91,10.77,5.56,Poor
843.32,2.52,6.36,Acceptable
445.77,0.17,6.88,Good
466.38,5.3,7.08,Good
768.37,0.41,6.51,Good
504.7,0.19,7.33,Excellent
914.98,3.48,9.1,Acceptable
455.06,1.68,7.41,Good
152.66,1.2,7.31,Excellent
194.68,0.56,7.11,Excellent
772.71,1.22,6.89,Good
213.28,0.27,7.16,Excellent
106.91,0.72,7.21,Excellent
210.52,0.64,7.73,Excellent
616.04,10.0,7.34,Good
243.13,0.33,6.95,Excellent
506.7,1.57,7.51,Good
1025.12,26.01,7.74,Acceptable
160.4,1.74,7.39,Excellent
757.5,8.22,8.32,Acceptable
527.88,4.54,6.93,Excellent
582.73,2.0,7.06,Good
510.52,4.04,7.42,Good
1119.2,7.61,6.84,Acceptable
1476.37,46.54,4.91,Poor
454.63,0.96,7.35,Excellent
543.45,3.48,6.65,Good
439.17,0.1,6.87,Good
735.5,4.22,8.66,Acceptable
895.87,1.81,7.33,Good
207.83,7.47,7.61,Good
156.06,0.1,7.61,Excellent
405.22,1.39,7.64,Good
423.2,0.43,7.05,Excellent
525.55,0.92,7.14,Excellent
563.48,0.63,7.59,Good
460.28,1.8,7.28,Good
197.5,0.28,6.94,Excellent
1575.5,5.23,5.45,Poor
1396.09,0.33,5.33,Acceptable
915.7,2.47,7.49,Good
478.11,1.5,7.38,Acceptable
916.84,0.1,6.68,Good
197.9,0.53,7.41,Excellent
129.88,0.12,7.24,Good
529.56,1.62,6.29,Good
538.5,1.34,7.0,Good
985.44,5.99,6.3,Acceptable
411.54,0.6,7.43,Excellent
485.6,5.73,8.14,Good
159.35,0.12,7.33,Excellent
323.55,0.19,7.19,Excellent
584.08,0.16,7.0,Excellent
227.91,0.1,7.33,Excellent
757.04,23.29,5.91,Poor
247.0,0.15,7.02,Excellent
372.81,5.04,6.98,Good
646.7,12.28,6.81,Acceptable
1011.77,6.74,5.88,Poor
189.76,0.49,7.39,Excellent
1264.57,7.96,9.18,Poor
508.86,4.19,6.23,Acceptable
1117.71,0.69,9.32,Acceptable
665.3,1.53,6.44,Poor
903.37,1.08,5.97,Acceptable
493.85,3.71,6.72,Good
645.8,4.22,7.01,Excellent
390.79,4.85,7.38,Excellent
517.27,1.38,7.31,Excellent
137.51,0.1,7.27,Excellent
704.19,0.42,8.06,Good
360.89,4.77,7.33,Good
166.91,0.83,7.24,Excellent
1176.52,11.19,9.15,Poor
182.2,0.22,7.05,Excellent
138.94,0.49,6.94,Excellent
318.96,0.97,7.37,Excellent
240.67,0.48,7.37,Excellent
955.62,7.15,6.47,Acceptable
543.93,3.15,6.82,Good
502.01,3.81,7.17,Good
1530.02,3.63,6.03,Acceptable
874.74,3.62,8.04,Good
787.41,2.35,7.28,Good
1078.75,4.98,5.65,Poor
813.78,1.98,6.6,Good
788.75,11.18,5.96,Poor
893.65,20.88,6.25,Acceptable
174.9,0.15,7.39,Excellent
189.61,0.86,7.11,Excellent
1265.75,0.28,9.35,Acceptable
957.25,31.85,6.53,Acceptable
233.7,4.38,9.88,Acceptable
326.52,1.1,7.68,Good
484.28,2.17,7.21,Good
976.37,0.34,6.47,Acceptable
419.07,0.74,7.91,Good
445.85,1.24,7.75,Good
501.98,1.58,7.3,Good
274.49,0.66,7.31,Excellent
586.82,0.65,6.56,Good
708.6,1.1,6.96,Good
569.45,1.05,6.51,Good
410.81,6.64,6.62,Acceptable
342.38,3.66,7.28,Good
126.52,0.44,7.18,Excellent
397.43,0.86,6.29,Good
641.27,18.89,7.45,Good
263.71,0.14,7.24,Excellent
2003.43,0.67,5.66,Acceptable
314.13,0.23,7.67,Good
199.34,0.13,7.19,Excellent
405.59,1.43,6.89,Good
133.03,1.1,7.14,Excellent
528.91,0.1,5.57,Good
523.82,1.18,6.54,Good
558.8,6.51,7.92,Good
678.96,2.17,6.78,Good
988.73,0.4,9.53,Acceptable
223.64,0.1,7.2,Excellent
952.43,8.09,4.43,Poor
943.53,8.04,6.25,Acceptable
153.43,0.22,7.3,Excellent
372.57,1.34,6.74,Good
582.33,6.25,7.14,Good
573.43,15.15,6.93,Acceptable
176.16,0.72,7.16,Excellent
567.71,0.44,6.84,Good
652.82,2.82,5.61,Acceptable
467.79,0.77,7.47,Excellent
385.07,1.57,6.72,Good
883.04,20.54,7.24,Good
767.0,7.67,6.54,Poor
160.85,0.22,6.98,Excellent
609.09,1.18,7.92,Good
1560.36,8.67,9.8,Poor
316.88,0.51,7.27,Excellent
576.0,11.22,7.26,Good
402.39,0.26,6.86,Good
252.95,0.13,7.11,Excellent
412.09,2.49,7.5,Acceptable
1526.3,11.74,5.69,Poor
771.7,0.51,7.67,Good
251.23,0.25,7.27,Excellent
1090.35,14.12,9.31,Poor
885.28,7.24,7.38,Good
912.29,2.62,6.74,Acceptable
524.86,3.76,7.25,Good
620.0,0.37,7.42,Good
685.09,1.12,6.75,Good
830.16,3.79,6.99,Acceptable
240.22,0.5,7.3,Excellent
569.67,1.51,6.41,Good
231.64,1.03,7.09,Excellent
902.28,5.37,6.49,Acceptable
269.67,0.36,7.16,Excellent
661.96,2.67,7.44,Good
181.64,0.29,7.22,Excellent
176.69,0.26,7.25,Excellent
398.43,5.13,7.44,Good
752.41,8.0,6.55,Acceptable
316.85,4.14,6.99,Good
383.85,5.91,7.28,Good
674.98,0.88,7.12,Good
421.73,1.52,6.97,Acceptable
202.25,2.96,7.36,Excellent
471.69,2.5,6.97,Good
387.25,0.34,7.29,Excellent
814.89,12.57,6.24,Acceptable
343.33,0.56,7.22,Excellent
399.14,0.67,7.26,Excellent
682.25,3.84,8.8,Acceptable
815.32,0.52,7.57,Good
584.28,2.72,7.17,Good
930.29,0.18,8.56,Acceptable
755.63,0.86,6.72,Good
457.6,0.83,6.89,Good
120.44,0.72,7.06,Excellent
502.6,0.49,7.34,Excellent
474.26,5.91,7.29,Good
834.63,3.4,7.68,Good
602.95,0.1,6.99,Good
877.78,2.63,7.81,Good
505.65,0.24,7.08,Excellent
398.51,1.64,7.22,Good
548.69,0.12,7.17,Excellent
581.19,0.8,6.6,Good
640.53,3.63,7.62,Good
970.45,0.82,6.84,Good
466.93,6.25,7.48,Good
771.77,3.93,6.91,Good
538.51,0.64,7.86,Good
174.93,0.32,7.47,Excellent
355.49,0.1,7.38,Excellent
167.61,0.1,7.39,Excellent
1190.95,8.5,8.29,Acceptable
422.41,0.47,6.87,Good
190.97,0.1,7.22,Excellent
142.11,0.1,7.17,Excellent
626.85,5.04,7.02,Good
685.8,1.27,7.68,Good
547.56,1.43,6.61,Good
565.68,0.13,5.68,Good
445.36,3.55,7.21,Good
174.49,0.57,7.44,Excellent
1616.88,10.96,5.69,Poor
176.0,0.67,7.35,Excellent
503.01,0.25,7.4,Excellent
765.04,2.42,8.39,Good
1584.64,0.58,10.0,Acceptable
484.25,1.9,6.98,Good
304.43,0.1,7.21,Excellent
188.49,0.1,7.44,Excellent
582.73,1.92,6.93,Acceptable
750.65,5.75,7.16,Good
845.02,6.0,8.77,Acceptable
621.98,8.17,6.74,Acceptable
225.29,0.1,7.27,Excellent
503.17,0.62,5.54,Good
324.45,1.59,7.51,Good
225.54,0.67,7.07,Good
941.82,1.82,6.74,Acceptable
617.89,13.29,5.95,Poor
189.61,0.25,7.35,Excellent
233.5,0.78,7.14,Excellent
318.62,4.38,6.86,Good
581.02,2.38,7.45,Good
1256.47,9.3,5.74,Poor
358.29,2.27,7.14,Good
815.92,6.93,8.24,Acceptable
1729.07,4.74,6.23,Acceptable
765.42,0.1,6.49,Good
218.49,0.11,7.17,Excellent
863.74,7.55,6.28,Acceptable
1224.94,50.0,9.56,Poor
972.33,31.25,5.56,Poor
339.79,0.1,6.9,Good
468.6,1.69,7.08,Good
881.62,5.95,5.11,Acceptable
1142.59,4.44,7.03,Good
1365.52,24.66,9.46,Poor
857.68,8.36,7.84,Acceptable
185.12,0.3,7.4,Excellent
438.85,1.35,7.34,Good
417.89,0.64,7.14,Excellent
426.92,0.84,7.33,Excellent
679.84,8.54,7.46,Good
419.35,0.31,7.46,Excellent
1096.39,17.3,10.09,Poor
168.71,0.21,7.32,Excellent
311.5,1.23,6.15,Good
361.63,0.5,6.69,Good
970.96,2.42,5.81,Acceptable
484.36,6.88,6.15,Acceptable
409.68,0.79,7.48,Excellent
244.08,0.28,7.17,Excellent
548.03,3.42,6.21,Good
1442.17,33.39,9.86,Poor
689.3,5.92,6.64,Acceptable
123.95,0.42,7.13,Excellent
467.68,1.13,6.62,Good
280.15,0.62,7.41,Excellent
226.4,0.47,7.42,Excellent
772.26,3.37,6.11,Acceptable
517.34,0.95,7.81,Good
1054.09,5.5,8.98,Acceptable
464.67,2.17,6.11,Excellent
398.1,3.22,6.82,Good
115.51,0.33,7.12,Excellent
231.59,0.91,7.27,Excellent
349.95,0.37,6.97,Excellent
425.82,0.96,7.08,Excellent
633.96,2.11,5.67,Acceptable
214.85,0.2,7.23,Excellent
505.03,2.07,7.17,Good
463.02,1.14,6.94,Good
276.24,0.27,7.39,Excellent
441.95,1.75,6.76,Good
160.31,0.31,7.19,Excellent
413.19,1.65,6.94,Good
550.9,3.98,7.52,Good
529.77,4.01,7.08,Good
509.74,0.76,6.72,Acceptable
402.05,2.14,6.2,Good
446.64,0.54,7.11,Excellent
488.99,0.37,7.26,Good
150.08,0.1,7.14,Excellent
784.66,9.54,5.4,Good
524.24,0.36,6.3,Good
790.46,0.96,6.3,Good
555.8,0.36,7.61,Good
214.02,0.1,7.62,Excellent
425.77,0.62,6.86,Good
242.27,0.16,7.19,Excellent
1378.18,1.7,4.94,Acceptable
131.31,0.49,6.94,Good
600.06,0.1,7.17,Good
969.87,4.9,5.8,Poor
479.0,0.1,6.95,Acceptable
778.78,0.36,6.16,Good
343.77,2.19,6.87,Good
988.43,2.8,6.11,Acceptable
201.0,1.99,7.55,Good
569.04,0.62,6.91,Good
1086.86,7.9,4.55,Poor
161.63,0.96,7.46,Excellent
393.31,3.22,6.74,Good
143.19,0.38,7.11,Excellent
558.69,0.87,7.74,Good
170.24,0.41,7.22,Excellent
898.84,0.91,7.11,Good
536.49,1.82,7.11,Good
1710.85,17.02,10.1,Poor
378.89,1.95,6.83,Good
832.27,1.13,7.79,Good
480.97,1.29,7.09,Good
112.25,0.1,7.31,Excellent
309.63,0.92,7.39,Excellent
783.24,8.42,6.16,Poor
381.27,1.05,7.01,Good
204.32,0.21,7.25,Excellent
352.36,2.33,7.12,Good
810.24,10.8,5.94,Poor
846.32,44.22,9.06,Poor
579.15,0.88,7.28,Excellent
1224.95,4.58,5.57,Poor
229.19,0.8,7.31,Excellent
542.78,3.85,6.62,Good
1684.49,1.27,8.56,Acceptable
494.3,2.98,6.99,Good
960.51,0.1,5.67,Acceptable
248.51,0.9,7.09,Excellent
703.2,1.37,5.86,Acceptable
1029.57,15.59,5.35,Poor
459.42,0.26,7.43,Excellent
605.51,1.9,6.98,Acceptable
185.24,0.89,7.24,Excellent
283.4,0.1,7.39,Excellent
129.83,0.33,7.15,Excellent
214.11,0.2,7.32,Excellent
712.14,8.14,7.63,Acceptable
204.19,0.1,7.25,Excellent
536.12,1.14,6.12,Good
332.22,1.92,7.23,Good
525.65,0.57,7.28,Excellent
125.88,0.52,7.1,Excellent
762.47,3.17,6.11,Acceptable
791.01,4.25,6.27,Acceptable
231.47,0.72,7.65,Excellent
155.9,0.64,7.21,Excellent
441.46,0.97,7.25,Excellent
151.35,0.1,7.25,Good
985.17,9.46,6.57,Acceptable
477.67,4.22,6.96,Acceptable
813.64,3.83,9.27,Acceptable
675.2,0.73,5.85,Acceptable
1234.93,8.74,9.0,Acceptable
256.07,0.61,6.89,Excellent
435.9,1.21,7.04,Good
373.25,0.31,7.21,Excellent
657.33,1.71,6.99,Good
422.12,1.97,7.19,Good
178.64,0.51,7.23,Excellent
520.38,3.43,7.24,Good
94.89,0.6,7.41,Excellent
932.18,28.13,6.53,Acceptable
521.25,0.57,6.91,Good
212.62,0.33,7.3,Excellent
577.78,5.31,6.83,Good
576.68,1.71,7.82,Acceptable
933.7,4.55,6.75,Acceptable
601.88,0.74,6.55,Good
1470.63,8.89,10.23,Poor
332.13,0.39,7.34,Good
426.42,2.67,7.17,Good
494.37,8.65,7.15,Good
424.03,2.58,7.12,Good
244.51,0.12,7.03,Excellent
254.02,0.65,7.33,Excellent
1461.88,4.65,9.35,Poor
633.61,5.6,7.04,Good
973.11,6.81,6.34,Acceptable
191.22,0.38,7.3,Excellent
175.96,0.2,7.43,Excellent
855.8,5.72,5.97,Acceptable
644.43,0.1,6.15,Good
503.33,0.41,6.92,Good
157.11,0.18,7.32,Excellent
228.17,5.22,9.07,Acceptable
183.2,0.2,7.3,Excellent
260.02,0.1,7.2,Excellent
235.74,0.33,7.37,Good
513.34,1.82,6.78,Good
928.52,4.51,8.68,Acceptable
661.09,6.5,6.35,Acceptable
266.56,0.1,7.17,Excellent
1500.41,33.22,9.65,Poor
694.49,4.1,5.88,Acceptable
1129.74,1.05,7.51,Acceptable
951.14,4.99,6.46,Acceptable
660.05,4.01,6.39,Acceptable
250.63,0.14,7.24,Excellent
890.61,5.87,6.09,Acceptable
327.83,2.87,6.77,Good
1246.0,9.35,9.28,Poor
398.19,2.85,6.96,Good
607.69,11.57,6.25,Acceptable
932.55,2.79,6.26,Acceptable
716.42,30.09,7.04,Excellent
437.48,6.49,7.12,Good
1320.12,4.49,5.08,Poor
385.48,22.8,5.84,Acceptable
189.56,0.7,7.05,Excellent
325.52,0.49,6.93,Good
186.58,0.52,7.22,Excellent
483.0,0.23,6.9,Good
400.1,0.2,6.31,Good
198.51,1.78,7.33,Excellent
489.77,1.29,6.76,Good
1022.23,3.71,5.03,Acceptable
172.44,0.11,7.24,Excellent
234.73,0.1,7.55,Excellent
485.69,3.69,6.59,Good
529.82,0.1,6.9,Good
1338.02,6.66,5.07,Poor
243.14,0.1,7.05,Excellent
989.6,9.9,9.59,Poor
527.07,0.3,7.05,Excellent
583.94,4.11,7.06,Good
555.81,1.05,6.18,Good
901.16,2.61,7.11,Excellent
688.2,0.71,7.04,Good
1687.02,15.24,10.11,Poor
116.97,0.15,7.36,Good
196.73,0.1,7.19,Excellent
940.81,19.02,10.99,Poor
1015.23,8.28,6.66,Acceptable
244.76,0.54,7.32,Excellent
702.03,14.5,5.73,Poor
472.12,0.77,6.36,Good
487.49,0.22,7.3,Excellent
551.18,1.69,7.59,Excellent
93.22,0.1,7.42,Excellent
238.98,0.33,7.12,Excellent
471.98,1.02,6.95,Good
204.81,0.1,7.52,Excellent
124.61,0.19,7.13,Excellent
181.23,0.52,7.02,Excellent
147.9,1.32,7.39,Excellent
1419.48,9.8,8.87,Acceptable
455.24,0.31,6.61,Good
712.18,2.29,7.02,Good
456.97,0.1,7.44,Excellent
524.36,0.93,6.91,Good
478.86,0.62,6.34,Good
645.93,0.32,6.7,Good
159.89,0.23,7.06,Excellent
422.42,0.18,6.73,Good
325.92,0.42,6.67,Good
176.93,0.1,7.35,Excellent
218.11,0.28,7.35,Good
496.28,0.53,7.37,Excellent
496.37,0.75,7.55,Excellent
736.99,1.1,5.48,Acceptable
128.81,0.3,7.51,Excellent
172.32,0.1,7.44,Excellent
703.37,8.65,6.34,Acceptable
917.55,2.07,7.36,Good
437.74,4.25,7.04,Good
743.81,2.61,6.8,Good
684.0,4.6,6.4,Acceptable
191.38,0.74,7.27,Excellent
1000.73,1.31,5.64,Acceptable
424.92,1.68,6.96,Good
147.54,0.76,6.92,Excellent
676.46,0.63,7.96,Good
979.26,0.86,5.68,Acceptable
961.06,0.97,6.1,Acceptable
568.07,3.53,6.86,Good
712.78,17.32,6.31,Acceptable
202.13,0.1,7.04,Excellent
265.22,0.1,7.09,Excellent
191.97,0.12,7.29,Excellent
1036.88,2.55,6.17,Good
586.89,2.32,7.76,Good
456.38,0.15,6.96,Good
894.92,6.87,6.93,Acceptable
550.1,5.51,6.62,Good
211.95,0.73,7.06,Excellent
1021.54,23.27,8.8,Poor
806.46,3.15,7.03,Good
727.22,0.9,5.2,Poor
541.43,0.49,7.09,Excellent
302.9,1.18,7.4,Good
1289.45,5.52,5.13,Poor
368.28,0.44,6.45,Good
909.93,3.61,8.21,Acceptable
388.52,1.78,6.71,Good
572.63,0.72,6.23,Good
699.46,10.03,5.89,Poor
1116.13,3.86,5.38,Acceptable
718.44,2.69,6.25,Acceptable
212.16,0.3,7.35,Excellent
163.8,0.21,7.49,Excellent
179.54,0.55,7.03,Excellent
1260.14,13.1,5.73,Poor
522.11,1.07,8.16,Good
245.97,0.1,7.09,Excellent
595.35,5.44,7.17,Good
644.67,0.11,6.86,Good
667.68,13.57,6.01,Acceptable
198.6,0.92,7.2,Excellent
1116.15,4.67,9.81,Poor
526.23,1.18,6.41,Good
217.19,0.86,7.29,Excellent
556.82,1.93,7.38,Good
1380.28,28.46,9.5,Poor
938.97,21.19,9.4,Poor
1372.51,2.36,9.33,Acceptable
175.5,0.1,7.4,Excellent
324.29,2.67,7.49,Good
553.99,0.4,6.19,Good
396.09,2.84,6.4,Good
183.38,1.26,7.24,Excellent
