tds,turbidity,ph,quality,quality_label
431.91,2.31,7.26,2,Good
1500.2,6.37,8.71,1,Acceptable
261.79,2.22,7.19,3,Excellent
228.07,0.1,7.08,3,Excellent
1045.07,50.0,9.62,0,Poor
499.25,4.41,8.03,1,Acceptable
195.22,1.33,6.9,2,Good
187.19,0.51,7.22,3,Excellent
232.59,1.61,7.13,3,Excellent
523.27,0.9,7.14,3,Excellent
760.2,6.46,7.82,1,Acceptable
221.42,0.56,7.38,2,Good
174.78,0.17,7.28,3,Excellent
702.57,10.84,7.16,2,Good
1028.76,16.02,6.89,1,Acceptable
369.07,3.53,6.31,1,Acceptable
819.2,3.42,7.43,2,Good
1071.93,4.11,5.7,0,Poor
465.8,1.72,7.03,2,Good
834.99,9.7,8.23,1,Acceptable
550.89,2.32,6.64,2,Good
357.74,4.09,6.73,2,Good
897.41,10.32,5.31,0,Poor
375.81,1.73,6.4,2,Good
200.75,0.18,7.15,3,Excellent
1206.5,2.23,6.53,1,Acceptable
453.56,1.63,6.68,2,Good
370.12,1.06,7.44,1,Acceptable
565.57,0.26,5.79,2,Good
406.42,2.99,7.0,2,Good
332.0,1.7,7.29,2,Good
671.9,5.07,6.93,1,Acceptable
1652.4,17.73,10.1,0,Poor
344.64,0.74,6.54,1,Acceptable
159.2,0.42,7.4,3,Excellent
288.84,1.75,6.98,2,Good
240.33,0.53,7.25,2,Good
962.66,1.79,9.28,1,Acceptable
521.59,3.85,7.65,2,Good
213.88,0.77,7.28,2,Good
554.77,2.85,7.23,2,Good
468.72,4.31,6.8,2,Good
963.42,8.64,5.6,0,Poor
773.98,3.55,7.03,2,Good
1418.15,13.06,9.2,0,Poor
422.48,0.24,7.14,3,Excellent
438.03,0.1,6.96,3,Excellent
1145.05,0.29,9.65,1,Acceptable
163.62,0.17,7.45,3,Excellent
139.46,0.4,7.1,3,Excellent
290.93,0.16,7.25,3,Excellent
452.41,2.05,7.52,2,Good
841.49,0.22,7.07,2,Good
361.51,0.78,7.96,2,Good
902.26,6.45,7.95,1,Acceptable
854.8,2.41,6.39,1,Acceptable
1485.39,9.09,5.5,0,Poor
199.33,0.65,7.19,3,Excellent
471.12,0.15,7.22,3,Excellent
531.13,1.88,7.23,2,Good
860.29,15.75,7.86,1,Acceptable
646.46,14.13,5.4,0,Poor
180.91,0.1,7.09,3,Excellent
733.33,4.23,7.94,1,Acceptable
776.55,4.03,6.38,1,Acceptable
1265.98,8.06,8.89,1,Acceptable
1031.42,5.47,9.41,0,Poor
934.85,3.13,7.45,2,Good
1454.7,3.15,9.65,2,Good
264.88,1.36,7.5,3,Excellent
248.59,0.58,7.35,3,Excellent
332.31,0.46,6.37,2,Good
375.73,2.12,6.51,2,Good
463.58,0.12,7.48,3,Excellent
121.21,0.34,7.56,3,Excellent
115.96,0.1,7.36,3,Excellent
1320.69,28.9,10.81,0,Poor
127.93,0.4,6.9,3,Excellent
695.24,3.79,7.57,2,Good
549.37,1.98,7.03,2,Good
584.04,2.24,7.53,2,Good
412.55,14.72,9.26,1,Acceptable
630.17,2.31,6.48,1,Acceptable
301.77,3.83,6.91,2,Good
685.78,2.51,6.88,2,Good
150.9,0.61,7.2,3,Excellent
400.31,4.72,7.19,2,Good
693.44,0.5,8.67,2,Good
1784.33,14.04,5.06,0,Poor
478.2,6.99,6.99,2,Good
1101.2,26.64,9.09,0,Poor
727.05,3.72,7.64,1,Acceptable
381.64,0.1,7.25,3,Excellent
491.84,0.24,7.18,3,Excellent
378.74,0.37,6.99,2,Good
196.57,0.46,7.05,3,Excellent
196.51,0.72,7.37,3,Excellent
716.22,1.36,6.64,2,Good
794.46,5.01,6.74,1,Acceptable
481.22,1.52,6.93,1,Acceptable
603.07,4.57,7.25,2,Good
657.71,3.52,6.69,2,Good
1917.23,4.05,5.2,0,Poor
179.85,0.1,7.05,3,Excellent
148.37,0.49,7.28,2,Good
781.27,16.67,7.54,2,Good
723.55,0.32,8.33,2,Good
1206.67,7.66,9.77,1,Acceptable
526.37,6.62,6.88,2,Good
176.83,0.19,7.66,3,Excellent
256.76,0.13,7.33,3,Excellent
990.71,8.45,4.44,0,Poor
667.57,8.03,7.76,1,Acceptable
454.42,0.49,7.12,3,Excellent
527.15,1.12,6.64,2,Good
694.36,8.54,6.28,1,Acceptable
504.9,0.71,7.27,3,Excellent
816.02,1.92,6.33,1,Acceptable
516.67,0.56,6.84,2,Good
429.04,0.44,7.37,3,Excellent
401.37,0.34,6.62,2,Good
690.23,0.92,7.89,2,Good
627.63,0.1,6.62,2,Good
1481.49,6.98,5.2,0,Poor
553.75,1.79,7.11,2,Good
491.26,14.16,5.87,1,Acceptable
615.14,5.18,4.85,1,Acceptable
246.85,0.41,7.04,3,Excellent
1450.35,10.85,10.03,0,Poor
719.21,3.0,6.07,1,Acceptable
193.54,0.75,7.43,3,Excellent
163.91,0.18,7.34,3,Excellent
602.7,1.43,6.76,2,Good
1517.15,23.05,5.88,0,Poor
781.06,3.74,7.38,2,Good
544.57,0.28,6.76,2,Good
1007.67,10.55,9.18,0,Poor
255.25,0.4,6.94,3,Excellent
717.68,5.83,4.89,1,Acceptable
318.5,0.1,7.21,3,Excellent
160.35,0.6,7.23,3,Excellent
765.2,1.28,7.18,2,Good
213.91,0.99,7.14,3,Excellent
515.91,0.89,7.49,3,Excellent
651.39,8.19,8.4,1,Acceptable
285.68,0.1,7.09,3,Excellent
467.29,0.62,6.5,2,Good
864.18,3.35,6.38,1,Acceptable
175.33,0.57,7.34,3,Excellent
530.3,1.12,6.83,2,Good
1431.01,0.76,4.88,1,Acceptable
309.52,1.84,7.01,2,Good
942.77,7.33,8.64,1,Acceptable
1457.78,0.1,10.05,1,Acceptable
572.7,2.6,6.03,1,Acceptable
482.28,0.36,6.56,2,Good
195.63,0.71,7.37,3,Excellent
976.79,1.89,7.05,2,Good
158.18,0.37,7.42,3,Excellent
158.85,1.47,7.4,3,Excellent
638.25,1.85,7.46,2,Good
718.12,0.1,6.96,2,Good
159.57,0.39,7.36,3,Excellent
401.74,0.32,6.68,2,Good
164.88,1.87,7.21,3,Excellent
179.16,0.17,7.28,3,Excellent
168.68,1.28,7.24,3,Excellent
505.44,6.06,6.59,2,Good
750.03,1.32,6.03,1,Acceptable
388.65,4.57,6.88,2,Good
622.7,1.54,6.61,2,Good
536.38,2.49,6.83,2,Good
624.54,0.2,6.2,2,Good
143.15,0.12,7.2,3,Excellent
872.4,0.1,7.82,2,Good
801.53,12.12,6.78,1,Acceptable
193.67,0.34,7.09,3,Excellent
723.97,1.41,7.36,2,Good
172.39,0.11,7.31,3,Excellent
415.56,1.05,7.57,3,Excellent
147.02,0.61,7.21,3,Excellent
1034.71,10.72,9.47,0,Poor
273.01,3.12,7.2,3,Excellent
139.82,0.41,7.28,3,Excellent
433.68,0.94,7.43,3,Excellent
600.03,10.29,6.43,1,Acceptable
493.83,1.24,6.82,2,Good
382.85,0.1,7.41,3,Excellent
283.66,1.18,6.83,2,Good
549.06,0.8,6.86,2,Good
431.55,0.21,6.95,2,Good
863.58,1.0,8.39,2,Good
1175.54,43.99,9.32,0,Poor
1142.31,14.06,5.88,0,Poor
743.13,2.64,7.08,2,Good
183.9,0.1,7.02,3,Excellent
194.33,0.23,7.33,3,Excellent
765.1,7.02,5.68,1,Acceptable
664.54,0.1,6.39,2,Good
594.66,10.07,7.15,2,Good
186.53,0.12,7.5,3,Excellent
1101.61,12.36,6.66,1,Acceptable
1024.09,21.65,9.0,0,Poor
214.41,0.84,7.46,3,Excellent
151.66,1.91,7.46,3,Excellent
787.98,5.91,6.34,1,Acceptable
621.74,0.27,7.17,2,Good
189.48,0.32,7.16,3,Excellent
1391.42,8.71,6.82,1,Acceptable
658.41,2.67,6.88,2,Good
396.7,0.35,7.38,3,Excellent
256.78,1.12,7.29,3,Excellent
769.43,0.6,5.48,1,Acceptable
986.87,1.25,6.23,1,Acceptable
254.23,0.1,7.32,3,Excellent
149.61,0.14,7.32,3,Excellent
179.43,0.58,7.25,3,Excellent
517.33,3.5,6.74,2,Good
716.37,9.47,6.81,1,Acceptable
164.48,0.1,7.23,3,Excellent
592.14,0.36,6.89,2,Good
406.47,0.78,6.74,2,Good
476.58,0.46,6.75,2,Good
859.82,4.27,5.92,1,Acceptable
1556.84,24.74,9.11,0,Poor
421.02,7.75,6.56,2,Good
337.53,0.24,6.38,2,Good
716.37,4.44,6.86,1,Acceptable
919.25,3.17,6.93,1,Acceptable
518.65,7.96,5.9,1,Acceptable
1677.17,6.93,6.12,1,Acceptable
239.07,0.1,7.43,3,Excellent
530.69,2.16,7.27,3,Excellent
1150.73,25.18,10.44,0,Poor
512.29,4.08,7.14,2,Good
1810.51,2.31,10.28,1,Acceptable
234.47,0.78,7.16,3,Excellent
542.38,1.01,6.5,2,Good
568.57,1.49,7.01,2,Good
634.34,0.99,6.54,2,Good
197.18,0.14,7.29,3,Excellent
519.32,4.52,7.8,2,Good
829.35,8.42,6.89,1,Acceptable
124.82,0.81,7.29,3,Excellent
831.28,7.95,6.44,1,Acceptable
199.54,1.68,7.21,2,Good
1037.45,18.37,6.23,0,Poor
1067.6,6.46,5.55,0,Poor
1560.02,8.52,9.52,0,Poor
270.21,0.28,7.42,3,Excellent
321.64,1.42,6.75,2,Good
644.66,0.91,7.34,2,Good
443.84,0.88,7.45,3,Excellent
792.5,13.3,5.52,0,Poor
154.1,0.2,7.32,2,Good
507.38,0.32,7.61,2,Good
553.12,1.23,7.13,2,Good
289.46,1.26,7.06,3,Excellent
362.95,3.14,7.16,2,Good
520.4,0.53,6.48,2,Good
302.41,3.66,6.74,2,Good
1684.8,26.18,10.45,0,Poor
431.91,6.74,6.79,2,Good
698.27,0.49,7.04,2,Good
958.32,14.31,6.94,2,Good
858.58,4.04,5.88,1,Acceptable
175.08,3.35,7.07,3,Excellent
920.35,4.33,7.3,3,Excellent
494.21,2.38,6.82,2,Good
419.42,0.1,7.29,3,Excellent
439.15,0.69,7.08,3,Excellent
499.47,0.68,7.44,3,Excellent
992.29,23.59,6.17,0,Poor
925.36,24.52,10.38,0,Poor
239.28,0.22,7.2,3,Excellent
426.44,1.94,6.36,2,Good
671.23,2.47,6.69,2,Good
113.81,0.19,7.16,2,Good
813.27,2.27,5.95,1,Acceptable
598.66,6.15,6.92,2,Good
915.14,3.3,7.51,1,Acceptable
886.65,34.62,5.19,0,Poor
265.28,1.31,6.94,2,Good
235.23,0.37,7.22,3,Excellent
1796.94,32.99,8.87,0,Poor
930.42,15.47,6.74,1,Acceptable
202.08,0.57,7.27,3,Excellent
832.92,13.81,7.08,2,Good
408.11,0.18,6.69,2,Good
562.42,1.01,6.65,2,Good
202.09,0.1,7.13,3,Excellent
567.76,1.41,6.66,2,Good
217.76,0.48,7.02,3,Excellent
208.87,0.48,7.01,2,Good
315.86,0.1,6.89,2,Good
506.17,0.33,7.6,2,Good
443.77,0.54,7.0,3,Excellent
674.3,5.32,7.13,2,Good
1069.84,4.44,4.83,0,Poor
861.11,2.22,6.56,2,Good
474.65,4.16,7.89,2,Good
450.76,0.57,6.62,2,Good
430.77,3.63,7.41,2,Good
509.92,2.04,6.6,3,Excellent
518.86,0.83,6.48,2,Good
147.17,0.1,7.19,3,Excellent
799.67,2.62,5.53,1,Acceptable
705.5,15.36,5.88,1,Acceptable
684.47,1.51,5.83,1,Acceptable
507.63,0.78,6.9,2,Good
839.45,6.73,6.79,1,Acceptable
209.66,0.83,7.12,3,Excellent
616.89,3.59,6.69,2,Good
958.09,7.88,5.55,0,Poor
834.84,0.24,6.53,2,Good
792.14,3.43,5.98,1,Acceptable
1070.46,8.54,5.54,1,Acceptable
969.35,18.85,6.97,1,Acceptable
329.96,2.91,7.05,2,Good
146.57,2.41,7.09,3,Excellent
505.75,2.67,7.1,2,Good
94.75,0.29,7.14,3,Excellent
200.14,0.12,7.16,3,Excellent
922.52,0.1,7.17,2,Good
163.84,0.41,7.26,3,Excellent
860.73,1.04,6.47,1,Acceptable
310.43,0.13,7.35,3,Excellent
242.39,0.64,7.32,3,Excellent
197.88,1.19,7.46,3,Excellent
366.09,0.66,5.98,2,Good
1323.92,3.57,10.77,1,Acceptable
188.13,0.54,7.36,3,Excellent
566.12,1.73,6.7,3,Excellent
422.19,1.26,6.79,2,Good
236.92,0.42,7.35,3,Excellent
356.05,3.45,8.13,2,Good
742.94,1.96,7.86,2,Good
1154.41,6.3,9.85,0,Poor
519.53,0.32,6.51,2,Good
209.84,0.1,7.05,3,Excellent
665.03,24.8,6.7,1,Acceptable
779.68,14.95,6.49,1,Acceptable
373.09,4.94,7.06,3,Excellent
592.7,3.44,5.47,1,Acceptable
194.78,0.97,7.11,3,Excellent
700.9,11.07,6.89,1,Acceptable
1557.52,2.51,9.47,1,Acceptable
215.36,2.63,7.12,3,Excellent
493.35,0.31,6.52,2,Good
582.97,5.6,7.28,1,Acceptable
802.09,0.53,6.27,2,Good
157.79,1.41,7.23,3,Excellent
265.95,0.1,7.37,3,Excellent
928.06,6.51,7.06,2,Good
1396.79,3.68,5.54,1,Acceptable
866.44,2.78,6.09,1,Acceptable
157.27,0.26,7.47,3,Excellent
255.14,0.1,7.38,3,Excellent
731.15,2.81,6.57,2,Good
725.32,2.57,6.26,1,Acceptable
940.41,26.3,5.01,0,Poor
492.45,0.1,7.54,2,Good
409.11,0.16,6.81,2,Good
229.98,0.31,7.19,3,Excellent
858.07,1.07,9.63,2,Good
201.06,0.23,7.05,3,Excellent
420.46,0.48,7.13,3,Excellent
470.17,3.37,7.53,3,Excellent
312.71,0.36,7.23,3,Excellent
258.82,0.47,7.28,3,Excellent
351.74,1.6,7.46,2,Good
819.49,28.36,6.0,0,Poor
1420.84,22.11,4.66,0,Poor
390.24,1.3,6.6,3,Excellent
1674.16,14.46,10.19,1,Acceptable
425.43,2.87,6.86,2,Good
217.37,0.69,7.43,3,Excellent
180.89,0.54,7.25,3,Excellent
527.12,0.61,6.76,2,Good
1571.47,12.77,5.23,0,Poor
800.97,3.62,7.35,2,Good
390.73,2.3,6.76,2,Good
615.67,7.48,7.23,2,Good
1833.04,14.99,9.4,1,Acceptable
525.78,2.42,7.22,2,Good
731.11,0.29,6.87,2,Good
889.67,8.25,5.42,1,Acceptable
320.12,8.74,6.32,1,Acceptable
591.29,3.74,6.53,2,Good
600.34,5.68,7.66,1,Acceptable
529.52,0.1,6.81,2,Good
601.5,4.45,5.84,2,Good
524.12,4.79,7.46,2,Good
576.19,2.38,7.28,2,Good
263.21,0.56,7.19,3,Excellent
1251.95,12.66,9.37,1,Acceptable
659.7,0.11,6.87,2,Good
905.85,4.98,7.17,2,Good
1011.27,1.26,7.33,2,Good
461.84,0.22,7.14,3,Excellent
813.29,0.86,7.83,2,Good
458.76,2.01,6.84,2,Good
1218.8,10.02,9.25,0,Poor
184.06,0.1,7.22,3,Excellent
132.36,0.1,7.24,3,Excellent
346.18,0.94,7.19,3,Excellent
618.12,0.39,6.4,2,Good
191.92,1.2,7.33,3,Excellent
398.53,2.93,6.6,2,Good
161.72,0.39,7.19,3,Excellent
433.98,3.31,6.98,2,Good
839.4,1.03,6.2,1,Acceptable
954.49,4.0,8.43,1,Acceptable
383.34,0.42,7.02,3,Excellent
311.67,1.87,7.43,2,Good
382.36,3.98,7.49,2,Good
190.9,1.56,6.77,2,Good
469.75,0.22,9.22,2,Good
373.93,5.79,7.42,2,Good
1149.0,6.29,5.57,0,Poor
874.91,10.77,5.56,0,Poor
843.32,2.52,6.36,1,Acceptable
445.77,0.17,6.88,2,Good
466.38,5.3,7.08,2,Good
768.37,0.41,6.51,2,Good
504.7,0.19,7.33,3,Excellent
914.98,3.48,9.1,1,Acceptable
455.06,1.68,7.41,2,Good
152.66,1.2,7.31,3,Excellent
194.68,0.56,7.11,3,Excellent
772.71,1.22,6.89,2,Good
213.28,0.27,7.16,3,Excellent
106.91,0.72,7.21,3,Excellent
210.52,0.64,7.73,3,Excellent
616.04,10.0,7.34,2,Good
243.13,0.33,6.95,3,Excellent
506.7,1.57,7.51,2,Good
1025.12,26.01,7.74,1,Acceptable
160.4,1.74,7.39,3,Excellent
757.5,8.22,8.32,1,Acceptable
527.88,4.54,6.93,3,Excellent
582.73,2.0,7.06,2,Good
510.52,4.04,7.42,2,Good
1119.2,7.61,6.84,1,Acceptable
1476.37,46.54,4.91,0,Poor
454.63,0.96,7.35,3,Excellent
543.45,3.48,6.65,2,Good
439.17,0.1,6.87,2,Good
735.5,4.22,8.66,1,Acceptable
895.87,1.81,7.33,2,Good
207.83,7.47,7.61,2,Good
156.06,0.1,7.61,3,Excellent
405.22,1.39,7.64,2,Good
423.2,0.43,7.05,3,Excellent
525.55,0.92,7.14,3,Excellent
563.48,0.63,7.59,2,Good
460.28,1.8,7.28,2,Good
197.5,0.28,6.94,3,Excellent
1575.5,5.23,5.45,0,Poor
1396.09,0.33,5.33,1,Acceptable
915.7,2.47,7.49,2,Good
478.11,1.5,7.38,1,Acceptable
916.84,0.1,6.68,2,Good
197.9,0.53,7.41,3,Excellent
129.88,0.12,7.24,2,Good
529.56,1.62,6.29,2,Good
538.5,1.34,7.0,2,Good
985.44,5.99,6.3,1,Acceptable
411.54,0.6,7.43,3,Excellent
485.6,5.73,8.14,2,Good
159.35,0.12,7.33,3,Excellent
323.55,0.19,7.19,3,Excellent
584.08,0.16,7.0,3,Excellent
227.91,0.1,7.33,3,Excellent
757.04,23.29,5.91,0,Poor
247.0,0.15,7.02,3,Excellent
372.81,5.04,6.98,2,Good
646.7,12.28,6.81,1,Acceptable
1011.77,6.74,5.88,0,Poor
189.76,0.49,7.39,3,Excellent
1264.57,7.96,9.18,0,Poor
508.86,4.19,6.23,1,Acceptable
1117.71,0.69,9.32,1,Acceptable
665.3,1.53,6.44,0,Poor
903.37,1.08,5.97,1,Acceptable
493.85,3.71,6.72,2,Good
645.8,4.22,7.01,3,Excellent
390.79,4.85,7.38,3,Excellent
517.27,1.38,7.31,3,Excellent
137.51,0.1,7.27,3,Excellent
704.19,0.42,8.06,2,Good
360.89,4.77,7.33,2,Good
166.91,0.83,7.24,3,Excellent
1176.52,11.19,9.15,0,Poor
182.2,0.22,7.05,3,Excellent
138.94,0.49,6.94,3,Excellent
318.96,0.97,7.37,3,Excellent
240.67,0.48,7.37,3,Excellent
955.62,7.15,6.47,1,Acceptable
543.93,3.15,6.82,2,Good
502.01,3.81,7.17,2,Good
1530.02,3.63,6.03,1,Acceptable
874.74,3.62,8.04,2,Good
787.41,2.35,7.28,2,Good
1078.75,4.98,5.65,0,Poor
813.78,1.98,6.6,2,Good
788.75,11.18,5.96,0,Poor
893.65,20.88,6.25,1,Acceptable
174.9,0.15,7.39,3,Excellent
189.61,0.86,7.11,3,Excellent
1265.75,0.28,9.35,1,Acceptable
957.25,31.85,6.53,1,Acceptable
233.7,4.38,9.88,1,Acceptable
326.52,1.1,7.68,2,Good
484.28,2.17,7.21,2,Good
976.37,0.34,6.47,1,Acceptable
419.07,0.74,7.91,2,Good
445.85,1.24,7.75,2,Good
501.98,1.58,7.3,2,Good
274.49,0.66,7.31,3,Excellent
586.82,0.65,6.56,2,Good
708.6,1.1,6.96,2,Good
569.45,1.05,6.51,2,Good
410.81,6.64,6.62,1,Acceptable
342.38,3.66,7.28,2,Good
126.52,0.44,7.18,3,Excellent
397.43,0.86,6.29,2,Good
641.27,18.89,7.45,2,Good
263.71,0.14,7.24,3,Excellent
2003.43,0.67,5.66,1,Acceptable
314.13,0.23,7.67,2,Good
199.34,0.13,7.19,3,Excellent
405.59,1.43,6.89,2,Good
133.03,1.1,7.14,3,Excellent
528.91,0.1,5.57,2,Good
523.82,1.18,6.54,2,Good
558.8,6.51,7.92,2,Good
678.96,2.17,6.78,2,Good
988.73,0.4,9.53,1,Acceptable
223.64,0.1,7.2,3,Excellent
952.43,8.09,4.43,0,Poor
943.53,8.04,6.25,1,Acceptable
153.43,0.22,7.3,3,Excellent
372.57,1.34,6.74,2,Good
582.33,6.25,7.14,2,Good
573.43,15.15,6.93,1,Acceptable
176.16,0.72,7.16,3,Excellent
567.71,0.44,6.84,2,Good
652.82,2.82,5.61,1,Acceptable
467.79,0.77,7.47,3,Excellent
385.07,1.57,6.72,2,Good
883.04,20.54,7.24,2,Good
767.0,7.67,6.54,0,Poor
160.85,0.22,6.98,3,Excellent
609.09,1.18,7.92,2,Good
1560.36,8.67,9.8,0,Poor
316.88,0.51,7.27,3,Excellent
576.0,11.22,7.26,2,Good
402.39,0.26,6.86,2,Good
252.95,0.13,7.11,3,Excellent
412.09,2.49,7.5,1,Acceptable
1526.3,11.74,5.69,0,Poor
771.7,0.51,7.67,2,Good
251.23,0.25,7.27,3,Excellent
1090.35,14.12,9.31,0,Poor
885.28,7.24,7.38,2,Good
912.29,2.62,6.74,1,Acceptable
524.86,3.76,7.25,2,Good
620.0,0.37,7.42,2,Good
685.09,1.12,6.75,2,Good
830.16,3.79,6.99,1,Acceptable
240.22,0.5,7.3,3,Excellent
569.67,1.51,6.41,2,Good
231.64,1.03,7.09,3,Excellent
902.28,5.37,6.49,1,Acceptable
269.67,0.36,7.16,3,Excellent
661.96,2.67,7.44,2,Good
181.64,0.29,7.22,3,Excellent
176.69,0.26,7.25,3,Excellent
398.43,5.13,7.44,2,Good
752.41,8.0,6.55,1,Acceptable
316.85,4.14,6.99,2,Good
383.85,5.91,7.28,2,Good
674.98,0.88,7.12,2,Good
421.73,1.52,6.97,1,Acceptable
202.25,2.96,7.36,3,Excellent
471.69,2.5,6.97,2,Good
387.25,0.34,7.29,3,Excellent
814.89,12.57,6.24,1,Acceptable
343.33,0.56,7.22,3,Excellent
399.14,0.67,7.26,3,Excellent
682.25,3.84,8.8,1,Acceptable
815.32,0.52,7.57,2,Good
584.28,2.72,7.17,2,Good
930.29,0.18,8.56,1,Acceptable
755.63,0.86,6.72,2,Good
457.6,0.83,6.89,2,Good
120.44,0.72,7.06,3,Excellent
502.6,0.49,7.34,3,Excellent
474.26,5.91,7.29,2,Good
834.63,3.4,7.68,2,Good
602.95,0.1,6.99,2,Good
877.78,2.63,7.81,2,Good
505.65,0.24,7.08,3,Excellent
398.51,1.64,7.22,2,Good
548.69,0.12,7.17,3,Excellent
581.19,0.8,6.6,2,Good
640.53,3.63,7.62,2,Good
970.45,0.82,6.84,2,Good
466.93,6.25,7.48,2,Good
771.77,3.93,6.91,2,Good
538.51,0.64,7.86,2,Good
174.93,0.32,7.47,3,Excellent
355.49,0.1,7.38,3,Excellent
167.61,0.1,7.39,3,Excellent
1190.95,8.5,8.29,1,Acceptable
422.41,0.47,6.87,2,Good
190.97,0.1,7.22,3,Excellent
142.11,0.1,7.17,3,Excellent
626.85,5.04,7.02,2,Good
685.8,1.27,7.68,2,Good
547.56,1.43,6.61,2,Good
565.68,0.13,5.68,2,Good
445.36,3.55,7.21,2,Good
174.49,0.57,7.44,3,Excellent
1616.88,10.96,5.69,0,Poor
176.0,0.67,7.35,3,Excellent
503.01,0.25,7.4,3,Excellent
765.04,2.42,8.39,2,Good
1584.64,0.58,10.0,1,Acceptable
484.25,1.9,6.98,2,Good
304.43,0.1,7.21,3,Excellent
188.49,0.1,7.44,3,Excellent
582.73,1.92,6.93,1,Acceptable
750.65,5.75,7.16,2,Good
845.02,6.0,8.77,1,Acceptable
621.98,8.17,6.74,1,Acceptable
225.29,0.1,7.27,3,Excellent
503.17,0.62,5.54,2,Good
324.45,1.59,7.51,2,Good
225.54,0.67,7.07,2,Good
941.82,1.82,6.74,1,Acceptable
617.89,13.29,5.95,0,Poor
189.61,0.25,7.35,3,Excellent
233.5,0.78,7.14,3,Excellent
318.62,4.38,6.86,2,Good
581.02,2.38,7.45,2,Good
1256.47,9.3,5.74,0,Poor
358.29,2.27,7.14,2,Good
815.92,6.93,8.24,1,Acceptable
1729.07,4.74,6.23,1,Acceptable
765.42,0.1,6.49,2,Good
218.49,0.11,7.17,3,Excellent
863.74,7.55,6.28,1,Acceptable
1224.94,50.0,9.56,0,Poor
972.33,31.25,5.56,0,Poor
339.79,0.1,6.9,2,Good
468.6,1.69,7.08,2,Good
881.62,5.95,5.11,1,Acceptable
1142.59,4.44,7.03,2,Good
1365.52,24.66,9.46,0,Poor
857.68,8.36,7.84,1,Acceptable
185.12,0.3,7.4,3,Excellent
438.85,1.35,7.34,2,Good
417.89,0.64,7.14,3,Excellent
426.92,0.84,7.33,3,Excellent
679.84,8.54,7.46,2,Good
419.35,0.31,7.46,3,Excellent
1096.39,17.3,10.09,0,Poor
168.71,0.21,7.32,3,Excellent
311.5,1.23,6.15,2,Good
361.63,0.5,6.69,2,Good
970.96,2.42,5.81,1,Acceptable
484.36,6.88,6.15,1,Acceptable
409.68,0.79,7.48,3,Excellent
244.08,0.28,7.17,3,Excellent
548.03,3.42,6.21,2,Good
1442.17,33.39,9.86,0,Poor
689.3,5.92,6.64,1,Acceptable
123.95,0.42,7.13,3,Excellent
467.68,1.13,6.62,2,Good
280.15,0.62,7.41,3,Excellent
226.4,0.47,7.42,3,Excellent
772.26,3.37,6.11,1,Acceptable
517.34,0.95,7.81,2,Good
1054.09,5.5,8.98,1,Acceptable
464.67,2.17,6.11,3,Excellent
398.1,3.22,6.82,2,Good
115.51,0.33,7.12,3,Excellent
231.59,0.91,7.27,3,Excellent
349.95,0.37,6.97,3,Excellent
425.82,0.96,7.08,3,Excellent
633.96,2.11,5.67,1,Acceptable
214.85,0.2,7.23,3,Excellent
505.03,2.07,7.17,2,Good
463.02,1.14,6.94,2,Good
276.24,0.27,7.39,3,Excellent
441.95,1.75,6.76,2,Good
160.31,0.31,7.19,3,Excellent
413.19,1.65,6.94,2,Good
550.9,3.98,7.52,2,Good
529.77,4.01,7.08,2,Good
509.74,0.76,6.72,1,Acceptable
402.05,2.14,6.2,2,Good
446.64,0.54,7.11,3,Excellent
488.99,0.37,7.26,2,Good
150.08,0.1,7.14,3,Excellent
784.66,9.54,5.4,2,Good
524.24,0.36,6.3,2,Good
790.46,0.96,6.3,2,Good
555.8,0.36,7.61,2,Good
214.02,0.1,7.62,3,Excellent
425.77,0.62,6.86,2,Good
242.27,0.16,7.19,3,Excellent
1378.18,1.7,4.94,1,Acceptable
131.31,0.49,6.94,2,Good
600.06,0.1,7.17,2,Good
969.87,4.9,5.8,0,Poor
479.0,0.1,6.95,1,Acceptable
778.78,0.36,6.16,2,Good
343.77,2.19,6.87,2,Good
988.43,2.8,6.11,1,Acceptable
201.0,1.99,7.55,2,Good
569.04,0.62,6.91,2,Good
1086.86,7.9,4.55,0,Poor
161.63,0.96,7.46,3,Excellent
393.31,3.22,6.74,2,Good
143.19,0.38,7.11,3,Excellent
558.69,0.87,7.74,2,Good
170.24,0.41,7.22,3,Excellent
898.84,0.91,7.11,2,Good
536.49,1.82,7.11,2,Good
1710.85,17.02,10.1,0,Poor
378.89,1.95,6.83,2,Good
832.27,1.13,7.79,2,Good
480.97,1.29,7.09,2,Good
112.25,0.1,7.31,3,Excellent
309.63,0.92,7.39,3,Excellent
783.24,8.42,6.16,0,Poor
381.27,1.05,7.01,2,Good
204.32,0.21,7.25,3,Excellent
352.36,2.33,7.12,2,Good
810.24,10.8,5.94,0,Poor
846.32,44.22,9.06,0,Poor
579.15,0.88,7.28,3,Excellent
1224.95,4.58,5.57,0,Poor
229.19,0.8,7.31,3,Excellent
542.78,3.85,6.62,2,Good
1684.49,1.27,8.56,1,Acceptable
494.3,2.98,6.99,2,Good
960.51,0.1,5.67,1,Acceptable
248.51,0.9,7.09,3,Excellent
703.2,1.37,5.86,1,Acceptable
1029.57,15.59,5.35,0,Poor
459.42,0.26,7.43,3,Excellent
605.51,1.9,6.98,1,Acceptable
185.24,0.89,7.24,3,Excellent
283.4,0.1,7.39,3,Excellent
129.83,0.33,7.15,3,Excellent
